,year,sex,town,age,paes,major,faculty,grade,VR,SR,AR,NA,MR,CSA,habits,approved,sch_type
5227,2020,Masculino,San Salvador,21,7.97,Licenciatura en Diseño Industrial y de Productos,Facultad de CC. y Humanidades,2.7,80,25,60,65,90,40,3,Reprobado,Privado
5228,2021,Femenino,Santo Domingo,18,1.5,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,7.8,20,15,10,90,10,55,0,Aprobado,Público
5229,2021,Femenino,Soyapango,18,1.0,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,0.0,80,30,45,90,25,5,0,Reprobado,Público
5230,2021,Masculino,Soyapango,20,8.32,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,8.3,65,35,35,100,65,70,0,Aprobado,Privado
5231,2021,Masculino,Soyapango,20,7.9,Licenciatura en Diseño Industrial y de Productos,Facultad de CC. y Humanidades,8.3,80,45,50,95,65,40,0,Aprobado,Público
5232,2021,Masculino,Cojutepeque,19,1.0,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,0.0,65,5,85,100,50,30,0,Reprobado,Privado
5233,2021,Femenino,Mejicanos,19,1.5,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,8.6,35,10,5,95,30,45,0,Aprobado,Público
5234,2021,Masculino,Tonacatepeque,19,1.5,Licenciatura en Diseño Industrial y de Productos,Facultad de CC. y Humanidades,0.0,85,85,55,90,70,5,0,Reprobado,Privado
5235,2021,Masculino,Suchitoto,19,1.0,Licenciatura en Diseño Gráfico,Facultad de CC. y Humanidades,8.6,65,90,90,95,35,80,0,Aprobado,Público
5236,2021,Masculino,Soyapango,18,1.5,Técnico en Ingeniería en Computación,Facultad de Ingenieria,7.5,85,40,15,90,40,30,0,Aprobado,Público
5237,2021,Femenino,Soyapango,17,1.0,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,0.0,35,50,55,90,80,35,0,Reprobado,Privado
5238,2021,Masculino,Colon,19,8.32,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.6,95,20,25,100,85,70,0,Aprobado,Privado
5239,2021,Masculino,Mejicanos,19,7.58,Licenciatura en Idiomas con especialidad en la Adquisición de Lenguas Extranjeras,Facultad de CC. y Humanidades,0.0,65,20,70,95,15,50,0,Reprobado,Público
5240,2021,Masculino,Ilopango,21,7.52,Técnico en Multimedia,Facultad de CC. y Humanidades,8.7,75,10,30,100,10,30,0,Aprobado,Público
5241,2021,Masculino,Ciudad Delgado,18,1.5,Técnico en Multimedia,Facultad de CC. y Humanidades,8.5,10,20,30,90,35,70,0,Aprobado,Privado
5242,2021,Masculino,San Isidro,19,8.75,Licenciatura en Contaduría Pública,Facultad de CC. Económicas,9.0,95,75,80,100,75,5,0,Aprobado,Público
5243,2017,Masculino,San Marcos,25,4.35,Técnico en Ingeniería Mecánica,Facultad de Ingenieria,6.9,10,5,25,55,70,30,3,Reprobado,Público
5244,2017,Femenino,Apopa,24,5.32,Licenciatura en Diseño Gráfico,Facultad de CC. y Humanidades,7.3,55,20,15,90,60,20,1,Aprobado,Privado
5245,2017,Femenino,Ciudad Delgado,24,7.55,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.3,85,95,75,80,90,75,1,Aprobado,Público
5246,2017,Masculino,San Salvador,24,7.4,Ingeniería Biomédica,Facultad de Ingenieria,7.7,90,45,60,40,50,55,4,Aprobado,Público
5247,2017,Masculino,Soyapango,25,7.65,Técnico en Multimedia,Facultad de CC. y Humanidades,6.9,100,85,90,60,55,45,6,Reprobado,Privado
5248,2017,Masculino,Ilopango,26,3.55,Ingeniería en Aeronáutica,Facultad de Aeronáutica,4.8,40,5,5,85,40,50,7,Reprobado,Público
5249,2017,Femenino,Ciudad Delgado,25,3.55,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,7.3,10,5,20,75,40,10,5,Aprobado,No clasificable
5250,2017,Femenino,San Juan Opico,31,7.58,Técnico en Diseño Gráfico,Facultad de CC. y Humanidades,7.9,90,60,50,90,25,10,3,Aprobado,Público
5251,2017,Femenino,Apopa,24,7.17,Licenciatura en Contaduría Pública,Facultad de CC. Económicas,8.4,60,50,40,80,80,10,9,Aprobado,Público
5252,2017,Masculino,San Rafael Cedros,24,1.95,Ingeniería Biomédica,Facultad de Ingenieria,3.8,15,5,5,15,25,40,4,Reprobado,Privado
5253,2017,Masculino,San Salvador,24,9.07,Ingeniería Mecatrónica,Facultad de Ingenieria,8.7,95,95,90,90,95,70,7,Aprobado,Privado
5254,2017,Masculino,Cojutepeque,26,4.06,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,6.9,20,5,10,60,15,35,7,Reprobado,Privado
5255,2017,Femenino,Ilopango,24,7.52,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,5.4,85,10,35,65,10,40,7,Reprobado,Público
5256,2017,Masculino,Soyapango,25,4.68,Ingeniería Biomédica,Facultad de Ingenieria,5.8,20,15,10,55,40,10,3,Reprobado,Público
5257,2017,Masculino,Apopa,24,6.76,Ingeniería Biomédica,Facultad de Ingenieria,7.8,20,15,45,55,10,65,3,Aprobado,Público
5258,2017,Femenino,Apopa,27,4.1,Técnico en Multimedia,Facultad de CC. y Humanidades,6.5,55,20,50,70,80,25,8,Reprobado,Privado
5259,2017,Masculino,Soyapango,24,7.11,Técnico en Diseño Gráfico,Facultad de CC. y Humanidades,6.8,40,60,50,40,50,80,3,Reprobado,Privado
5260,2017,Masculino,Santa Tecla,24,7.65,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,5.6,85,75,85,65,85,65,8,Reprobado,Privado
5261,2017,Masculino,San Pedro Perulapan,24,7.8,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,6.9,65,5,45,80,80,55,2,Reprobado,Público
5262,2017,Masculino,Soyapango,24,7.65,Ingeniería en Aeronáutica,Facultad de Aeronáutica,6.7,70,5,60,60,50,75,10,Reprobado,Privado
5263,2017,Femenino,Apopa,24,4.91,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,7.8,60,5,30,95,85,20,8,Aprobado,Público
5264,2017,Masculino,San Marcos,24,6.57,Licenciatura en Diseño Gráfico,Facultad de CC. y Humanidades,3.9,65,5,25,10,10,60,5,Reprobado,No clasificable
5265,2017,Masculino,Ciudad Delgado,24,6.18,Técnico en Ingeniería en Computación,Facultad de Ingenieria,5.1,85,20,30,60,100,80,5,Reprobado,Público
5266,2017,Masculino,San Martín,24,2.95,Ingeniería Electrónica,Facultad de Ingenieria,5.7,85,60,35,10,10,70,1,Reprobado,Público
5267,2017,Femenino,Ciudad Delgado,24,4.62,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,7.6,55,10,10,35,15,10,3,Aprobado,Público
5268,2017,Femenino,Soyapango,25,3.83,Licenciatura en Contaduría Pública,Facultad de CC. Económicas,7.0,70,15,20,40,30,30,9,Aprobado,Público
5269,2017,Masculino,Soyapango,26,6.31,Licenciatura en Diseño Gráfico,Facultad de CC. y Humanidades,6.6,75,5,5,85,15,70,10,Reprobado,No clasificable
5270,2017,Femenino,Cuscatancingo,25,7.5,Técnico en Diseño Gráfico,Facultad de CC. y Humanidades,7.6,55,10,15,70,20,15,3,Aprobado,Público
5271,2018,Masculino,Zacatecoluca,24,5.77,Técnico en Ingeniería Mecánica,Facultad de Ingenieria,2.7,85,5,45,85,65,10,3,Reprobado,Privado
5272,2018,Femenino,Ilopango,26,4.06,Licenciatura en Idiomas con especialidad en la Adquisición de Lenguas Extranjeras,Facultad de CC. y Humanidades,8.1,50,5,10,25,55,50,7,Aprobado,Público
5273,2018,Masculino,Ilopango,24,5.77,Licenciatura en Idiomas con especialidad en la Enseñanza del Inglés,Facultad de CC. y Humanidades,8.7,50,5,35,25,50,65,3,Aprobado,Privado
5274,2018,Masculino,Soyapango,25,7.31,Licenciatura en Idiomas con especialidad en la Enseñanza del Inglés,Facultad de CC. y Humanidades,8.9,85,5,45,25,5,40,1,Aprobado,Privado
5275,2018,Femenino,Apopa,20,3.62,Licenciatura en Idiomas con especialidad en la Enseñanza del Inglés,Facultad de CC. y Humanidades,6.5,35,10,10,20,10,20,13,Reprobado,Privado
5276,2018,Femenino,Ilobasco,20,6.95,Ingeniería Biomédica,Facultad de Ingenieria,6.2,90,30,55,40,60,60,5,Reprobado,Público
5277,2018,Femenino,Cojutepeque,29,6.5,Licenciatura en Diseño Gráfico,Facultad de CC. y Humanidades,7.7,75,40,25,60,10,50,7,Aprobado,Público
5278,2018,Masculino,Ciudad Delgado,24,3.92,Técnico en Ingeniería Mecánica,Facultad de Ingenieria,5.8,80,5,5,85,10,30,6,Reprobado,Privado
5279,2018,Masculino,San Bartolomé Perulapia,29,5.23,Técnico en Diseño Gráfico,Facultad de CC. y Humanidades,7.2,30,35,20,85,65,20,2,Aprobado,Público
5280,2018,Femenino,San Martín,25,7.31,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,8.0,55,50,55,75,80,10,3,Aprobado,Privado
5281,2018,Femenino,Soyapango,20,6.73,Licenciatura en Diseño Gráfico,Facultad de CC. y Humanidades,7.7,70,35,50,20,15,25,4,Aprobado,Privado
5282,2018,Masculino,San Martín,24,5.62,Ingeniería Industrial,Facultad de Ingenieria,6.0,80,5,50,35,5,50,5,Reprobado,Público
5283,2018,Femenino,Ilopango,20,5.63,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,8.0,70,5,45,60,80,65,8,Aprobado,Público
5284,2018,Femenino,San Sebastián,19,1.76,Licenciatura en Idiomas con especialidad en la Enseñanza del Inglés,Facultad de CC. y Humanidades,5.0,40,10,5,40,10,10,7,Reprobado,Público
5285,2018,Femenino,Soyapango,20,8.23,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,7.9,90,35,70,20,70,30,9,Aprobado,Privado
5286,2018,Masculino,San Martín,24,5.77,Ingeniería Mecatrónica,Facultad de Ingenieria,5.4,60,5,70,55,35,45,3,Reprobado,Privado
5287,2018,Masculino,Apopa,20,4.69,Ingeniería Biomédica,Facultad de Ingenieria,7.7,75,5,5,35,15,30,1,Aprobado,Privado
5288,2018,Femenino,Mejicanos,24,7.85,Licenciatura en Diseño Gráfico,Facultad de CC. y Humanidades,8.2,95,40,50,85,10,45,12,Aprobado,Privado
5289,2018,Femenino,Guazapa,20,7.57,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,8.7,80,30,65,65,20,55,7,Aprobado,Privado
5290,2018,Femenino,Soyapango,31,5.9,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,9.0,55,10,65,80,50,20,9,Aprobado,Público
5291,2018,Masculino,Ilopango,26,7.6,Técnico en Ingeniería Mecánica,Facultad de Ingenieria,6.9,80,15,45,85,25,50,2,Reprobado,Privado
5292,2018,Femenino,Ilopango,31,6.3,Licenciatura en Idiomas con especialidad en la Adquisición de Lenguas Extranjeras,Facultad de CC. y Humanidades,4.4,55,25,70,40,60,20,2,Reprobado,Privado
5293,2018,Masculino,Ilobasco,39,5.7,Técnico en Ingeniería Mecánica,Facultad de Ingenieria,7.1,95,5,15,25,15,25,1,Aprobado,No clasificable
5294,2018,Masculino,Cojutepeque,26,5.24,Técnico en Diseño Gráfico,Facultad de CC. y Humanidades,7.7,15,15,20,35,30,20,4,Aprobado,Público
5295,2018,Masculino,San Martín,25,7.57,Técnico en Mantenimiento Aeronáutico,Facultad de Aeronáutica,7.9,90,10,10,70,65,50,4,Aprobado,Público
5296,2018,Femenino,Ciudad Delgado,24,4.62,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,9.2,80,25,30,75,30,30,11,Aprobado,Privado
5297,2018,Masculino,Mejicanos,26,7.6,Técnico en Mantenimiento Aeronáutico,Facultad de Aeronáutica,5.6,70,85,20,85,90,65,4,Reprobado,Privado
5298,2018,Femenino,San Bartolomé Perulapia,24,7.55,Licenciatura en Contaduría Pública,Facultad de CC. Económicas,8.1,60,60,50,30,90,10,4,Aprobado,Público
5299,2018,Femenino,San Martín,20,8.13,Licenciatura en Diseño Gráfico,Facultad de CC. y Humanidades,7.3,90,95,95,35,95,55,3,Aprobado,Privado
5300,2018,Masculino,Ciudad Delgado,20,8.47,Ingeniería Mecánica,Facultad de Ingenieria,4.5,95,20,85,80,30,10,4,Reprobado,Privado
5301,2018,Femenino,San Martín,20,3.39,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,7.7,50,10,10,10,25,55,5,Aprobado,Privado
5302,2018,Masculino,San Vicente,26,7.84,Técnico en Mantenimiento Aeronáutico,Facultad de Aeronáutica,8.0,85,60,85,40,65,70,4,Aprobado,Público
5303,2018,Masculino,Santiago Nonualco,25,6.56,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,7.4,30,5,10,55,30,65,7,Aprobado,Público
5304,2018,Masculino,Ilopango,20,5.45,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,8.2,70,10,5,55,5,30,2,Aprobado,Privado
5305,2018,Masculino,Cuscatancingo,28,7.51,Técnico en Multimedia,Facultad de CC. y Humanidades,8.1,65,45,30,55,70,30,4,Aprobado,Público
5306,2018,Femenino,San Salvador,25,3.88,Técnico en Diseño Gráfico,Facultad de CC. y Humanidades,7.2,55,25,5,30,50,10,5,Aprobado,No clasificable
5307,2018,Masculino,San Marcos,24,7.58,Ingeniería Mecatrónica,Facultad de Ingenieria,7.4,85,60,55,95,85,50,5,Aprobado,Privado
5308,2019,Masculino,Zacatecoluca,20,8.74,Ingeniería en Aeronáutica,Facultad de Aeronáutica,9.0,95,85,55,95,50,60,7,Aprobado,Público
5309,2019,Masculino,San Salvador,20,8.36,Ingeniería en Aeronáutica,Facultad de Aeronáutica,5.0,95,15,30,50,10,20,9,Reprobado,Privado
5310,2019,Femenino,Soyapango,20,6.39,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,7.1,55,20,35,65,35,10,8,Aprobado,Privado
5311,2019,Femenino,San Martín,20,7.76,Licenciatura en Idiomas con especialidad en la Adquisición de Lenguas Extranjeras,Facultad de CC. y Humanidades,8.2,35,25,55,35,45,30,1,Aprobado,Privado
5312,2019,Masculino,San Martín,19,7.8,Técnico en Multimedia,Facultad de CC. y Humanidades,7.4,20,20,5,70,55,20,20,Aprobado,Privado
5313,2019,Masculino,Ilopango,19,8.74,Licenciatura en Diseño Gráfico,Facultad de CC. y Humanidades,9.1,85,90,90,95,85,70,7,Aprobado,Privado
5314,2019,Masculino,Ilopango,20,7.5,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,3.9,85,55,15,75,15,20,1,Reprobado,Privado
5315,2019,Masculino,San Salvador,20,7.67,Ingeniería Mecatrónica,Facultad de Ingenieria,6.9,90,5,85,55,5,40,1,Reprobado,Privado
5316,2019,Masculino,San Vicente,20,6.74,Técnico en Diseño Gráfico,Facultad de CC. y Humanidades,5.1,40,5,15,10,5,40,4,Reprobado,Público
5317,2019,Masculino,San Bartolomé Perulapia,20,7.27,Ingeniería Industrial,Facultad de Ingenieria,8.4,50,5,20,25,5,40,4,Aprobado,Privado
5318,2019,Masculino,Panchimalco,20,7.91,Licenciatura en Diseño Gráfico,Facultad de CC. y Humanidades,8.2,85,65,20,40,55,20,2,Aprobado,Público
5319,2019,Masculino,San Vicente,20,7.56,Ingeniería en Aeronáutica,Facultad de Aeronáutica,5.1,75,20,5,55,40,35,8,Reprobado,Público
5320,2019,Femenino,Ciudad Delgado,20,7.54,Ingeniería Mecatrónica,Facultad de Ingenieria,5.3,85,75,75,75,70,25,3,Reprobado,Público
5321,2019,Masculino,Soyapango,20,7.76,Licenciatura en Idiomas con especialidad en la Adquisición de Lenguas Extranjeras,Facultad de CC. y Humanidades,7.8,35,65,30,50,55,15,2,Aprobado,Privado
5322,2019,Femenino,Mejicanos,20,7.59,Técnico en Multimedia,Facultad de CC. y Humanidades,8.1,25,25,60,90,70,30,9,Aprobado,Privado
5323,2019,Femenino,San Vicente,20,7.99,Ingeniería Industrial,Facultad de Ingenieria,7.4,70,60,65,85,60,30,3,Aprobado,Público
5324,2019,Masculino,Ciudad Delgado,20,5.74,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,4.1,25,35,20,65,40,40,3,Reprobado,Privado
5325,2019,Femenino,Soyapango,20,7.95,Ingeniería Industrial,Facultad de Ingenieria,8.9,80,25,30,90,45,30,4,Aprobado,Privado
5326,2019,Femenino,San Martín,25,5.69,Ingeniería Mecánica,Facultad de Ingenieria,7.0,85,70,40,35,65,10,4,Aprobado,Privado
5327,2019,Femenino,Soyapango,20,5.05,Ingeniería Industrial,Facultad de Ingenieria,6.2,75,15,50,5,10,55,7,Reprobado,Privado
5328,2019,Masculino,Mejicanos,20,8.9,Técnico en Ingeniería Electrónica,Facultad de Ingenieria,9.2,95,80,75,90,65,35,5,Aprobado,Privado
5329,2019,Masculino,Soyapango,20,7.67,Licenciatura en Idiomas con especialidad en la Adquisición de Lenguas Extranjeras,Facultad de CC. y Humanidades,7.2,10,5,5,5,5,25,9,Aprobado,Privado
5330,2019,Masculino,Ciudad Delgado,20,8.36,Ingeniería Biomédica,Facultad de Ingenieria,6.4,75,65,85,90,30,10,6,Reprobado,Privado
5331,2020,Femenino,Apopa,19,7.61,Ingeniería Mecatrónica,Facultad de Ingenieria,6.1,70,15,75,40,60,35,12,Reprobado,Privado
5332,2020,Femenino,Cojutepeque,20,5.2,Ingeniería Industrial,Facultad de Ingenieria,8.8,20,15,30,40,25,10,3,Aprobado,Público
5333,2020,Masculino,Ilobasco,19,5.83,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,7.8,35,5,75,50,5,20,3,Aprobado,Público
5334,2020,Femenino,Mejicanos,20,7.78,Ingeniería Industrial,Facultad de Ingenieria,7.0,95,50,75,40,60,15,5,Aprobado,Público
5335,2020,Femenino,Soyapango,19,7.5,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,8.1,65,35,35,75,15,30,5,Aprobado,Privado
5336,2020,Femenino,Panchimalco,20,7.99,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,10.0,90,85,70,65,35,40,6,Aprobado,Público
5337,2020,Masculino,San Martín,20,8.23,Técnico en Multimedia,Facultad de CC. y Humanidades,8.0,80,20,15,65,40,15,3,Aprobado,Público
5338,2020,Masculino,Soyapango,19,8.38,Ingeniería Biomédica,Facultad de Ingenieria,7.1,80,30,95,70,40,65,7,Aprobado,Privado
5339,2020,Femenino,Ilopango,18,7.7,Ingeniería Industrial,Facultad de Ingenieria,8.3,70,35,50,30,60,30,10,Aprobado,Privado
5340,2020,Masculino,Soyapango,20,8.48,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.2,95,95,75,70,70,55,1,Aprobado,Privado
5341,2020,Masculino,Soyapango,19,7.97,Ingeniería Eléctrica,Facultad de Ingenieria,7.4,65,10,15,70,15,10,7,Aprobado,Privado
5342,2020,Masculino,Quezaltepeque,19,7.5,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,5.9,55,40,50,65,15,50,4,Reprobado,Privado
5343,2020,Masculino,Tonacatepeque,20,7.67,Ingeniería Biomédica,Facultad de Ingenieria,6.5,80,20,15,40,35,20,2,Reprobado,Público
5344,2020,Femenino,Quezaltepeque,19,8.08,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,5.8,80,40,70,95,55,55,2,Reprobado,Privado
5345,2020,Femenino,Ciudad Delgado,20,7.76,Ingeniería Biomédica,Facultad de Ingenieria,6.8,75,35,55,60,25,70,3,Reprobado,Público
5346,2020,Masculino,San Salvador,19,8.38,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.6,95,85,70,95,10,75,9,Aprobado,Privado
5347,2020,Femenino,Ilopango,19,6.77,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,8.2,50,10,30,35,10,30,2,Aprobado,Privado
5348,2021,Masculino,Soyapango,18,1.5,Ingeniería Industrial,Facultad de Ingenieria,8.8,95,90,55,95,85,80,6,Aprobado,Privado
5349,2021,Masculino,San Marcos,20,8.38,Ingeniería Mecatrónica,Facultad de Ingenieria,8.2,85,75,75,95,80,70,0,Aprobado,Público
5350,2021,Femenino,Ayutuxtepeque,19,1.5,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,5.5,90,55,90,90,45,30,0,Reprobado,Privado
5351,2021,Masculino,Mejicanos,19,1.0,Ingeniería Industrial,Facultad de Ingenieria,6.3,85,35,25,85,5,50,0,Reprobado,Privado
5352,2021,Masculino,San Salvador,20,7.75,Ingeniería en Ciencias de la Computación (VIRTUAL),Dirección de Educación a Distancia,7.4,80,95,95,95,15,65,0,Aprobado,Privado
5353,2021,Masculino,Ciudad Delgado,20,8.67,Ingeniería Eléctrica,Facultad de Ingenieria,6.3,60,75,35,100,90,20,0,Reprobado,Público
5354,2021,Femenino,Cojutepeque,19,6.21,Ingeniería Biomédica,Facultad de Ingenieria,8.1,25,10,10,95,45,45,0,Aprobado,Privado
5355,2017,Masculino,Soyapango,23,7.78,Ingeniería en Aeronáutica,Facultad de Aeronáutica,7.4,90,85,80,95,70,80,8,Aprobado,Privado
5356,2017,Masculino,San Pedro Perulapan,23,6.76,Ingeniería Eléctrica,Facultad de Ingenieria,5.3,20,5,55,80,75,20,4,Reprobado,Privado
5357,2017,Masculino,Quezaltepeque,23,8.27,Ingeniería Eléctrica,Facultad de Ingenieria,8.0,75,85,80,90,85,40,5,Aprobado,Público
5358,2017,Femenino,Mejicanos,23,8.0,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,8.4,90,15,30,40,25,70,9,Aprobado,Privado
5359,2017,Femenino,Ilopango,23,4.9,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,6.7,80,20,50,85,15,30,6,Reprobado,Público
5360,2017,Femenino,San Martín,23,5.95,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,8.3,75,60,70,40,55,70,5,Aprobado,Público
5361,2017,Masculino,Ilopango,23,5.55,Licenciatura en Diseño Gráfico,Facultad de CC. y Humanidades,7.1,65,10,35,25,25,70,10,Aprobado,Privado
5362,2017,Masculino,Tonacatepeque,23,7.66,Técnico en Ingeniería en Computación,Facultad de Ingenieria,7.0,50,15,5,35,25,20,5,Aprobado,Privado
5363,2017,Femenino,Apopa,23,5.92,Licenciatura en Diseño Gráfico,Facultad de CC. y Humanidades,7.3,75,10,25,35,35,40,5,Aprobado,Privado
5364,2017,Femenino,Cuscatancingo,23,5.95,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,6.8,10,20,35,75,30,15,2,Reprobado,Privado
5365,2017,Femenino,San Martín,23,7.7,Licenciatura en Diseño Gráfico,Facultad de CC. y Humanidades,8.0,90,90,50,60,70,55,10,Aprobado,Público
5366,2017,Masculino,Soyapango,23,6.18,Ingeniería Mecánica,Facultad de Ingenieria,5.5,65,65,55,70,5,35,2,Reprobado,Público
5367,2017,Femenino,Soyapango,23,7.65,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,6.4,85,95,65,5,60,65,4,Reprobado,Público
5368,2017,Masculino,Tonacatepeque,23,5.92,Licenciatura en Idiomas con especialidad en la Enseñanza del Inglés,Facultad de CC. y Humanidades,7.4,85,5,70,90,10,20,8,Aprobado,Privado
5369,2017,Masculino,Soyapango,23,7.11,Ingeniería Industrial,Facultad de Ingenieria,9.2,50,20,10,35,25,50,4,Aprobado,Público
5370,2017,Masculino,Santa Ana,23,8.55,Ingeniería en Aeronáutica,Facultad de Aeronáutica,5.5,95,55,70,100,60,85,5,Reprobado,Público
5371,2017,Masculino,San Luís la Herradura,23,4.46,Ingeniería en Aeronáutica,Facultad de Aeronáutica,4.2,65,20,10,80,65,45,3,Reprobado,Público
5372,2017,Femenino,San Martín,23,4.28,Ingeniería Industrial,Facultad de Ingenieria,6.1,40,50,45,20,25,75,9,Reprobado,Privado
5373,2017,Masculino,Mejicanos,23,8.59,Ingeniería Mecatrónica,Facultad de Ingenieria,7.8,95,75,75,5,95,85,2,Aprobado,Privado
5374,2017,Masculino,San Salvador,23,7.55,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,7.9,50,45,35,75,40,20,5,Aprobado,Público
5375,2017,Femenino,San Martín,23,6.99,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,9.5,85,15,55,65,85,40,12,Aprobado,Público
5376,2017,Femenino,Ciudad Delgado,23,6.18,Técnico en Diseño Gráfico,Facultad de CC. y Humanidades,7.4,85,75,35,70,30,10,2,Aprobado,Privado
5377,2017,Femenino,Mejicanos,23,6.93,Licenciatura en Diseño Gráfico,Facultad de CC. y Humanidades,6.4,85,60,80,60,70,60,2,Reprobado,Privado
5378,2017,Femenino,Antiguo Cuscatlán,23,7.4,Ingeniería Biomédica,Facultad de Ingenieria,7.1,70,25,15,80,80,70,7,Aprobado,Público
5379,2017,Masculino,San Martín,23,7.11,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,6.4,65,45,25,35,40,60,8,Reprobado,Privado
5380,2017,Masculino,Tonacatepeque,23,3.56,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,4.3,25,40,5,25,5,55,2,Reprobado,Privado
5381,2017,Masculino,Santa Ana,23,5.0,Ingeniería en Aeronáutica,Facultad de Aeronáutica,6.0,25,5,30,40,40,50,7,Reprobado,Público
5382,2017,Masculino,Soyapango,23,7.52,Ingeniería Industrial,Facultad de Ingenieria,6.5,55,35,10,75,5,80,11,Reprobado,Privado
5383,2017,Femenino,Ilopango,23,3.7,Licenciatura en Idiomas con especialidad en la Enseñanza del Inglés,Facultad de CC. y Humanidades,8.2,25,30,10,30,15,10,3,Aprobado,Privado
5384,2017,Masculino,San Vicente,23,6.58,Licenciatura en Diseño Gráfico,Facultad de CC. y Humanidades,7.6,65,55,10,65,35,35,6,Aprobado,Público
5385,2017,Femenino,Ciudad Delgado,23,6.18,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,5.7,55,35,35,50,15,55,3,Reprobado,Público
5386,2017,Masculino,Soyapango,23,7.71,Ingeniería en Aeronáutica,Facultad de Aeronáutica,5.7,95,5,35,95,40,50,3,Reprobado,Privado
5387,2017,Masculino,San Salvador,23,7.73,Ingeniería Mecánica,Facultad de Ingenieria,5.6,55,25,60,25,75,50,12,Reprobado,Privado
5388,2017,Masculino,San Martín,23,5.3,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,4.5,55,5,5,75,90,30,6,Reprobado,Privado
5389,2017,Masculino,Ilopango,23,3.52,Ingeniería Industrial,Facultad de Ingenieria,5.2,40,5,5,65,50,40,4,Reprobado,Privado
5390,2017,Femenino,Soyapango,23,3.3,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,4.4,40,15,20,35,25,40,3,Reprobado,Público
5391,2017,Masculino,Soyapango,23,5.69,Técnico en Ingeniería en Computación,Facultad de Ingenieria,6.2,40,5,25,50,5,35,3,Reprobado,Privado
5392,2017,Masculino,San Jose Guayabal,23,7.58,Ingeniería Biomédica,Facultad de Ingenieria,5.0,35,10,15,80,65,10,10,Reprobado,Público
5393,2017,Masculino,San Ignacio,23,5.3,Ingeniería en Aeronáutica,Facultad de Aeronáutica,5.2,5,5,45,90,55,40,4,Reprobado,Privado
5394,2017,Masculino,Apopa,23,7.76,Ingeniería en Aeronáutica,Facultad de Aeronáutica,7.0,35,20,15,80,5,40,3,Aprobado,Privado
5395,2017,Masculino,Santo Tomas,23,7.96,Ingeniería Mecánica,Facultad de Ingenieria,6.4,70,60,35,35,65,65,4,Reprobado,Público
